1,"('stw', '')"
2,"('gls.ds5', 'ng ')"
3,"('plt.hgt', 'ee ')"
4,"('ear.hgt', 'ef ')"
5,"('gls.red', 'njg')"
6,"('gls.thn', 'njh')"
7,"('row.qlt', 'wa ')"
8,"('std.cnt', 'bb ')"
9,"('tsl.dat', 'ca ')"
10,"('nlb.ds1', 'nz ')"
11,"('dys.ath', 'cd ')"
12,"('nlb.ipd', 'nm ')"
13,"('', 'qc ')"
14,"('', '')"
15,"('afl.afl', 'no ')"
16,"('afl.sic', 'np ')"
17,"('gls.ds5', '')"
18,"('nlb.ipd', '')"
19,"('afl.ksp', '')"
20,"('afl.slp', '')"
21,"('afl.ssp', '')"
22,"('afl.sif', '')"
23,"('afl.afl', '')"
24,"('ear.hgt', '')"
25,"('plt.hgt', '')"
26,"('dys.ath', '')"
27,"('slb.ds9', '')"
28,"('nlb.ds1', '')"
29,"('row.qlt', '')"
30,"('tsl.dat', '')"
31,"('rst.ds9', '')"
32,"('std.cnt', '')"
33,"('rst.ds5', '')"
34,"('smt.inc', 'SI ')"
35,"('smt.plt', 'SPN')"
36,"('smt.svt', 'SS ')"
37,"('nlb.ds5', 'nk ')"
38,"('nlb.ipd', 'IP ')"
39,"('slk.dat', 'cb ')"
40,"('rst.ds9', 'nc ')"
41,"('slb.ds9', 'ne ')"
42,"('gls.ds9', 'ng9')"
43,"('nlb.mcb', 'njd')"
44,"('nlb.flk', 'njf')"
45,"('nlb.shp', 'njb')"
46,"('nlb.mcp', 'nje')"
47,"('', 'fza')"
48,"('', 've#')"
49,"('', 'vf#')"
50,"('nlb.clr', 'njc')"
51,"('', 'njw')"
52,"('juv.plt', '')"
53,"('nlb.ds9', '')"
54,"('nlb.ds2', '')"
55,"('dis.not', '')"
