1,28895,13,2,Af0001i,97-004,NULL
2,28895,13,2,Af0002i,97-005,NULL
3,28895,13,2,Af0003i,92-002,NULL
4,28896,13,2,Af0004i,WPW,NULL
5,28897,13,2,Af0005i,Af-NY-001,Genera and species assigned based on morphological characters only
6,28898,13,2,Af0006i,Af-NY-002,There where some fruiting bodies black to pink between the green sporulation. Might indicate some contamination
7,28898,13,2,Af0007i,Af-NY-003,There where some fruiting bodies black to pink between the green sporulation. Might indicate some contamination
8,28898,13,2,Af0008i,Af-NY-004,NULL
9,28899,13,2,Af0009i,NRRL 3357,ATCC 200026=NRRL A-12590
10,28900,13,2,Af0010i,NRRL 6536,ATCC 200025
11,28901,14,3,Ag0001i,pBGgHg_AGL1,NULL
12,28902,13,2,Ap0001i,NRRL 2999,ATCC 26691
13,28902,13,2,Ap0002i,NRRL 3145,ATCC 26690
14,28903,15,4,Cc0001i,BzNY001 (Et_isolate2),NULL
15,28904,15,4,Cc0002i,BzNY002 (labelled: new isolate 1),NULL
16,28904,15,4,Cc0003i,BzNY003 (labelled: new isolate 2),NULL
17,28905,15,4,Cc0004i,BzNY004,NULL
18,28906,16,5,Ch0001i,Ch001,One colony per plate; otherwise white mycelium coming out
19,28907,16,5,Ch0002i,Ch002,One colony per plate; otherwise white mycelium coming out
20,28908,17,6,Cz0001i,NULL,NULL
21,28909,17,6,Cz0002i,NULL,NULL
22,28910,17,6,Cz0003i,NULL,NULL
23,28911,17,6,Cz0004i,NULL,NULL
24,28912,17,6,Cz0005i,NULL,NULL
25,28913,17,6,Cz0006i,NULL,NULL
26,28914,17,6,Cz0007i,NULL,NULL
27,28915,17,6,Cz0008i,NULL,NULL
28,28916,18,7,Gf0001i,NULL,Genera and species assigned based on morphological characters only
29,28917,19,8,Gg0001i,Gg001,Sporulation: Gary's lab suggested not to seal plates with parafilm. But contamination might happen without sealing. I sealed and still got enough sporulation (Chialin).
30,28918,18,7,Gz0001i,NULL,Genera and species assigned based on morphological characters only
31,28919,18,9,Pe0001i,NULL,Genera and species assigned based on morphological characters only
32,28920,20,10,Ps0001i,PaNY001,May NOT be P. stewartii - different color of the colony. Caused wilted plant but no typical symptoms on leaves. (this strain might not be the right pathogen)
33,28921,21,10,Ps0002i,PsNY002,NULL
34,28921,21,10,Ps0003i,PsNY003,Used on NILs
35,28922,20,10,Ps0004i,Pa94-114,Path test by Dave Kalb; Chia-Lin Chung (30 Nov 2007)
36,28923,22,11,St0001i,EtNY001,NULL
37,28924,23,11,St0002i,EtNY002,NULL
38,28925,24,11,St0003i,EtNY003,NULL
39,28925,24,11,St0004i,EtNY004,NULL
40,28926,24,11,St0005i,EtNY005,NULL
41,28927,24,11,St0006i,EtNY006,NULL
42,28928,25,11,St0007i,EtNY007,NULL
43,28929,25,11,St0008i,EtNY008,NULL
44,28930,26,11,St0009i,EtNY009,NULL
45,28931,27,11,St0010i,EtNY010,NULL
46,28931,27,11,St0011i,EtNY011,NULL
47,28932,27,11,St0012i,Et3A,NULL
48,28933,27,11,St0013i,Et28A,Sequenced isolate Selected diverse isoloates for the QTL study
49,28932,27,11,St0014i,Et45A,NULL
50,28934,27,11,St0015i,Et46B,NULL
51,28932,27,11,St0016i,Et52B,NULL
52,28935,28,11,St0017i,Et63A,DO NOT use it. (When just isolated from infected leaf Et63A grows much faster than Et86A but it turns to be all white mycellium when grows from glycerol stock.)
53,28936,28,11,St0018i,Et86A,NULL
54,28937,29,11,St0019i,Et10a,Low growth rate (~1/3)
55,28937,27,11,St0020i,Et150A_22505,NULL
56,28938,29,11,St0021i,Et100-1A_22505,A3 (extremely low growth rate); A4 (normal growth rate)
57,28938,30,11,St0022i,Et174A_22505,NULL
58,28939,30,11,St0023i,Et229A_21705,NULL
59,28940,17,11,St0024i,Et127A_22505,NULL
60,28937,17,11,St0025i,Et152A_21705,NULL
61,28940,31,11,St0026i,St26A,Selected diverse isoloates for the QTL study
62,28940,31,11,St0027i,St32A,Selected diverse isoloates for the QTL study
63,28932,31,11,St0028i,St34A,Selected diverse isoloates for the QTL study
64,28940,31,11,St0029i,St37A,Selected diverse isoloates for the QTL study
65,28937,31,11,St0030i,St38B,Selected diverse isoloates for the QTL study
66,28937,31,11,St0031i,St39A,Selected diverse isoloates for the QTL study
67,28937,31,11,St0032i,St40A,Selected diverse isoloates for the QTL study
68,28940,31,11,St0033i,St54A,Selected diverse isoloates for the QTL study
69,28932,31,11,St0034i,St62A,Selected diverse isoloates for the QTL study
70,28932,31,11,St0035i,St63A,Selected diverse isoloates for the QTL study
71,28941,32,11,St1001x,St1001x,St1x = F1 from StNY001 x St52B
72,28941,32,11,St1002x,St1002x,St1x = F1 from StNY001 x St52B
73,28941,32,11,St1003x,St1003x,St1x = F1 from StNY001 x St52B
74,28941,32,11,St1004x,St1004x,St1x = F1 from StNY001 x St52B
75,28941,32,11,St1005x,St1005x,St1x = F1 from StNY001 x St52B
76,28941,32,11,St1006x,St1006x,St1x = F1 from StNY001 x St52B
77,28941,32,11,St1007x,St1007x,St1x = F1 from StNY001 x St52B
78,28941,32,11,St1008x,St1008x,St1x = F1 from StNY001 x St52B
79,28941,32,11,St1009x,St1009x,St1x = F1 from StNY001 x St52B
80,28941,32,11,St1010x,St1010x,St1x = F1 from StNY001 x St52B
81,28941,32,11,St1011x,St1011x,St1x = F1 from StNY001 x St52B
82,28941,32,11,St1012x,St1012x,St1x = F1 from StNY001 x St52B
83,28941,32,11,St1013x,St1013x,St1x = F1 from StNY001 x St52B
84,28941,32,11,St1014x,St1014x,St1x = F1 from StNY001 x St52B
85,28941,32,11,St1015x,St1015x,St1x = F1 from StNY001 x St52B
86,28941,32,11,St1016x,St1016x,St1x = F1 from StNY001 x St52B
87,28941,32,11,St1017x,St1017x,St1x = F1 from StNY001 x St52B
88,28941,32,11,St1018x,St1018x,St1x = F1 from StNY001 x St52B
89,28941,32,11,St1019x,St1019x,St1x = F1 from StNY001 x St52B
90,28941,32,11,St1020x,St1020x,St1x = F1 from StNY001 x St52B
91,28941,32,11,St1021x,St1021x,St1x = F1 from StNY001 x St52B
92,28941,32,11,St1022x,St1022x,St1x = F1 from StNY001 x St52B
93,28941,32,11,St1023x,St1023x,St1x = F1 from StNY001 x St52B
94,28941,32,11,St1024x,St1024x,St1x = F1 from StNY001 x St52B
95,28941,32,11,St1025x,St1025x,St1x = F1 from StNY001 x St52B
96,28941,32,11,St1026x,St1026x,St1x = F1 from StNY001 x St52B
97,28941,32,11,St1027x,St1027x,St1x = F1 from StNY001 x St52B
98,28941,32,11,St1028x,St1028x,St1x = F1 from StNY001 x St52B
99,28941,32,11,St1029x,St1029x,St1x = F1 from StNY001 x St52B
100,28941,32,11,St1030x,St1030x,St1x = F1 from StNY001 x St52B
101,28941,32,11,St1031x,St1031x,St1x = F1 from StNY001 x St52B
102,28941,32,11,St1032x,St1032x,St1x = F1 from StNY001 x St52B
103,28941,32,11,St1033x,St1033x,St1x = F1 from StNY001 x St52B
104,28941,32,11,St1034x,St1034x,St1x = F1 from StNY001 x St52B
105,28941,32,11,St1035x,St1035x,St1x = F1 from StNY001 x St52B
106,28941,32,11,St1036x,St1036x,St1x = F1 from StNY001 x St52B
107,28941,32,11,St1037x,St1037x,St1x = F1 from StNY001 x St52B
108,28941,32,11,St1038x,St1038x,St1x = F1 from StNY001 x St52B
109,28941,32,11,St1039x,St1039x,St1x = F1 from StNY001 x St52B
110,28941,32,11,St1040x,St1040x,St1x = F1 from StNY001 x St52B
111,28941,32,11,St1041x,St1041x,St1x = F1 from StNY001 x St52B
112,28941,32,11,St1042x,St1042x,St1x = F1 from StNY001 x St52B
113,28941,32,11,St1043x,St1043x,St1x = F1 from StNY001 x St52B
114,28941,32,11,St1044x,St1044x,St1x = F1 from StNY001 x St52B
115,28941,32,11,St1045x,St1045x,St1x = F1 from StNY001 x St52B
116,28941,32,11,St1046x,St1046x,St1x = F1 from StNY001 x St52B
117,28941,32,11,St1047x,St1047x,St1x = F1 from StNY001 x St52B
118,28941,32,11,St1048x,St1048x,St1x = F1 from StNY001 x St52B
119,28941,32,11,St1049x,St1049x,St1x = F1 from StNY001 x St52B
120,28941,32,11,St1050x,St1050x,St1x = F1 from StNY001 x St52B
121,28941,32,11,St1051x,St1051x,St1x = F1 from StNY001 x St52B
122,28941,32,11,St1052x,St1052x,St1x = F1 from StNY001 x St52B
123,28941,32,11,St1053x,St1053x,St1x = F1 from StNY001 x St52B
124,28941,32,11,St1054x,St1054x,St1x = F1 from StNY001 x St52B
125,28941,32,11,St1055x,St1055x,St1x = F1 from StNY001 x St52B
126,28941,32,11,St1056x,St1056x,St1x = F1 from StNY001 x St52B
127,28941,32,11,St1057x,St1057x,St1x = F1 from StNY001 x St52B
128,28941,32,11,St1058x,St1058x,St1x = F1 from StNY001 x St52B
129,28941,32,11,St1059x,St1059x,St1x = F1 from StNY001 x St52B
130,28941,32,11,St1060x,St1060x,St1x = F1 from StNY001 x St52B
131,28941,32,11,St1061x,St1061x,St1x = F1 from StNY001 x St52B
132,28941,32,11,St1062x,St1062x,St1x = F1 from StNY001 x St52B
133,28941,32,11,St1063x,St1063x,St1x = F1 from StNY001 x St52B
134,28941,32,11,St1064x,St1064x,St1x = F1 from StNY001 x St52B
135,28941,32,11,St1065x,St1065x,St1x = F1 from StNY001 x St52B
136,28941,32,11,St1066x,St1066x,St1x = F1 from StNY001 x St52B
137,28941,32,11,St1067x,St1067x,St1x = F1 from StNY001 x St52B
138,28941,32,11,St1068x,St1068x,St1x = F1 from StNY001 x St52B
139,28941,32,11,St1069x,St1069x,St1x = F1 from StNY001 x St52B
140,28941,32,11,St1070x,St1070x,St1x = F1 from StNY001 x St52B
141,28941,32,11,St1071x,St1071x,St1x = F1 from StNY001 x St52B
142,28941,32,11,St1072x,St1072x,St1x = F1 from StNY001 x St52B
143,28941,32,11,St1073x,St1073x,St1x = F1 from StNY001 x St52B
144,28941,32,11,St1074x,St1074x,St1x = F1 from StNY001 x St52B
145,28941,32,11,St1075x,St1075x,St1x = F1 from StNY001 x St52B
146,28941,32,11,St1076x,St1076x,St1x = F1 from StNY001 x St52B
147,28941,32,11,St1077x,St1077x,St1x = F1 from StNY001 x St52B
148,28941,32,11,St1078x,St1078x,St1x = F1 from StNY001 x St52B
149,28941,32,11,St1079x,St1079x,St1x = F1 from StNY001 x St52B
150,28941,32,11,St1080x,St1080x,St1x = F1 from StNY001 x St52B
151,28941,32,11,St1081x,St1081x,St1x = F1 from StNY001 x St52B
152,28941,33,11,St1082x,St1082x,St1x = F1 from StNY001 x St52B
153,28941,33,11,St1083x,St1083x,St1x = F1 from StNY001 x St52B
154,28941,33,11,St1084x,St1084x,St1x = F1 from StNY001 x St52B
155,28941,33,11,St1085x,St1085x,St1x = F1 from StNY001 x St52B
156,28941,33,11,St1086x,St1086x,St1x = F1 from StNY001 x St52B
157,28941,33,11,St1087x,St1087x,St1x = F1 from StNY001 x St52B
158,28941,33,11,St1088x,St1088x,St1x = F1 from StNY001 x St52B
159,28941,33,11,St1089x,St1089x,St1x = F1 from StNY001 x St52B
160,28941,33,11,St1090x,St1090x,St1x = F1 from StNY001 x St52B
161,28941,33,11,St1091x,St1091x,St1x = F1 from StNY001 x St52B
162,28941,33,11,St1092x,St1092x,St1x = F1 from StNY001 x St52B
163,28941,33,11,St1093x,St1093x,St1x = F1 from StNY001 x St52B
164,28941,33,11,St1094x,St1094x,St1x = F1 from StNY001 x St52B
165,28941,33,11,St1095x,St1095x,St1x = F1 from StNY001 x St52B
