10ST0001,NULL,10ST,Tx303,NULL,08FL0003_005s,NULL,11,1,1,NULL,12,NULL,NULL,self/sib,phenotype in-vitro,8
10ST0002,NULL,10ST,Tx303,NULL,08FL0003_004s,NULL,11,2,1,NULL,12,NULL,NULL,self/sib,phenotype in-vitro,8
10ST0003,NULL,10ST,Tx303,NULL,08FL0004_004s,NULL,11,3,1,NULL,12,NULL,NULL,self/sib,phenotype in-vitro,8
10ST0004,NULL,10ST,Tx303,NULL,08FL0005_005s,NULL,11,4,1,NULL,12,NULL,NULL,self/sib,phenotype in-vitro,8
10ST0005,NULL,10ST,Tx303,NULL,08SN0111_000b,NULL,11,5,1,NULL,12,NULL,NULL,self/sib,phenotype in-vitro,8
10ST0006,NULL,10ST,Tx303,NULL,08FL0001_005s,NULL,11,6,1,NULL,12,NULL,NULL,self/sib,phenotype in-vitro,8
10ST0007,NULL,10ST,Tx303,NULL,08FL0001_008s,NULL,11,7,1,NULL,12,NULL,NULL,self/sib,phenotype in-vitro,8
10ST0008,NULL,10ST,Tx303,NULL,08FL0002_003s,NULL,11,8,1,NULL,12,NULL,NULL,self/sib,phenotype in-vitro,8
10ST0009,NULL,10ST,Tx303,NULL,08FL0003_006s,NULL,11,9,1,NULL,12,NULL,NULL,self/sib,phenotype in-vitro,8
10ST0010,NULL,10ST,Tx303,NULL,08FL0004_005s,NULL,11,10,1,NULL,12,NULL,NULL,self/sib,phenotype in-vitro,8
10ST0011,NULL,10ST,Tx303,NULL,08FL0001_004s,NULL,11,11,1,NULL,12,NULL,NULL,self/sib,phenotype in-vitro,8
10ST0012,NULL,10ST,Tx303,NULL,08FL0001_007s,NULL,11,12,1,NULL,12,NULL,NULL,self/sib,phenotype in-vitro,8
10ST0013,NULL,10ST,Tx303,NULL,08FL0001_009s,NULL,11,13,1,NULL,12,NULL,NULL,self/sib,phenotype in-vitro,8
10ST0014,NULL,10ST,Tx303,NULL,07A5571,NULL,11,14,1,NULL,12,NULL,NULL,self/sib,phenotype in-vitro,8
10ST0015,NULL,10ST,Tx303,NULL,08FL0005_002s,NULL,11,15,1,NULL,12,NULL,NULL,self/sib,phenotype in-vitro,8
10ST0016,NULL,10ST,Tx303,NULL,08FL0004_003s,NULL,11,16,1,NULL,12,NULL,NULL,self/sib,phenotype in-vitro,8
10ST0017,NULL,10ST,Tx303,NULL,08FL0003_002s,NULL,11,17,1,NULL,12,NULL,NULL,self/sib,phenotype in-vitro,8
10ST0018,NULL,10ST,Tx303,NULL,07A5571,NULL,11,18,1,NULL,12,NULL,NULL,self/sib,phenotype in-vitro,8
10ST0019,NULL,10ST,Tx303,NULL,08FL0005_007s,NULL,11,19,1,NULL,12,NULL,NULL,self/sib,phenotype in-vitro,8
10ST0020,NULL,10ST,Tx303,NULL,08FL0001_006s,NULL,11,20,1,NULL,12,NULL,NULL,self/sib,phenotype in-vitro,8
10ST0021,NULL,10ST,Tx303,NULL,08FL0003_003s,NULL,12,1,2,NULL,12,NULL,NULL,self/sib,phenotype in-vitro,8
10ST0022,NULL,10ST,Tx303,NULL,08FL0005_004s,NULL,12,2,2,NULL,12,NULL,NULL,self/sib,phenotype in-vitro,8
10ST0023,NULL,10ST,Tx303,NULL,08FL0004_007s,NULL,12,3,2,NULL,12,NULL,NULL,self/sib,phenotype in-vitro,8
10ST0024,NULL,10ST,Tx303,NULL,08FL0005_003s,NULL,12,4,2,NULL,12,NULL,NULL,self/sib,phenotype in-vitro,8
10ST0025,NULL,10ST,Tx303,NULL,08SN0111_000b,NULL,12,5,2,NULL,12,NULL,NULL,self/sib,phenotype in-vitro,8
