1,2,2,NULL,NULL
2,3,2,NULL,NULL
3,4,2,NULL,NULL
4,5,2,NULL,NULL
5,6,2,NULL,NULL
6,7,2,NULL,NULL
7,8,2,NULL,NULL
8,9,2,NULL,NULL
9,10,2,NULL,NULL
10,11,2,NULL,NULL
11,12,2,NULL,NULL
12,13,2,NULL,NULL
13,14,2,NULL,NULL
14,15,2,NULL,NULL
15,16,2,NULL,NULL
16,17,2,NULL,NULL
17,18,2,NULL,NULL
18,19,2,NULL,NULL
19,20,2,NULL,NULL
20,21,2,NULL,NULL
21,22,2,NULL,NULL
22,23,2,NULL,NULL
23,24,2,NULL,NULL
24,25,2,NULL,NULL
25,26,2,NULL,NULL
26,27,2,NULL,NULL
27,28,2,NULL,NULL
28,29,2,NULL,NULL
29,30,2,NULL,NULL
30,31,2,NULL,NULL
31,32,2,NULL,NULL
32,33,2,NULL,NULL
33,34,2,NULL,NULL
34,35,2,NULL,NULL
35,36,2,NULL,NULL
36,38,2,NULL,NULL
37,39,2,NULL,NULL
38,40,2,NULL,NULL
39,41,2,NULL,NULL
40,42,2,NULL,NULL
41,43,2,NULL,NULL
42,44,2,NULL,NULL
43,45,2,NULL,NULL
44,46,2,NULL,NULL
45,47,2,NULL,NULL
46,48,2,NULL,NULL
47,49,2,NULL,NULL
48,50,2,NULL,NULL
49,51,2,NULL,NULL
50,52,2,NULL,NULL
51,53,2,NULL,NULL
52,54,2,NULL,NULL
53,55,2,NULL,NULL
54,56,2,NULL,NULL
55,57,2,NULL,NULL
56,58,2,NULL,NULL
57,59,2,NULL,NULL
58,60,2,NULL,NULL
59,61,2,NULL,NULL
60,62,2,NULL,NULL
61,63,2,NULL,NULL
62,64,2,NULL,NULL
63,65,2,NULL,NULL
64,66,2,NULL,NULL
65,67,2,NULL,NULL
66,68,2,NULL,NULL
67,69,2,NULL,NULL
68,70,2,NULL,NULL
69,71,2,NULL,NULL
70,72,2,NULL,NULL
71,73,2,NULL,NULL
72,74,2,NULL,NULL
73,75,2,NULL,NULL
74,76,2,NULL,NULL
75,77,2,NULL,NULL
76,78,2,NULL,NULL
77,79,2,NULL,NULL
78,80,2,NULL,NULL
79,81,2,NULL,NULL
80,82,2,NULL,NULL
81,83,2,NULL,NULL
82,84,2,NULL,NULL
83,85,2,NULL,NULL
84,86,2,NULL,NULL
85,87,2,NULL,NULL
86,88,2,NULL,NULL
87,89,2,NULL,NULL
88,90,2,NULL,NULL
89,91,2,NULL,NULL
90,92,2,NULL,NULL
91,93,2,NULL,NULL
92,94,2,NULL,NULL
93,95,2,NULL,NULL
94,96,2,NULL,NULL
95,97,2,NULL,NULL
96,98,2,NULL,NULL
97,99,2,NULL,NULL
98,100,2,NULL,NULL
99,101,2,NULL,NULL
100,102,2,NULL,NULL
101,103,2,NULL,NULL
102,104,2,NULL,NULL
103,105,2,NULL,NULL
104,106,2,NULL,NULL
105,107,2,NULL,NULL
106,108,2,NULL,NULL
107,109,2,NULL,NULL
108,110,2,NULL,NULL
109,111,2,NULL,NULL
110,112,2,NULL,NULL
111,113,2,NULL,NULL
112,114,2,NULL,NULL
113,115,2,NULL,NULL
114,116,2,NULL,NULL
115,117,2,NULL,NULL
116,118,2,NULL,NULL
117,119,2,NULL,NULL
118,120,2,NULL,NULL
119,121,2,NULL,NULL
120,122,2,NULL,NULL
121,123,2,NULL,NULL
122,124,2,NULL,NULL
123,125,2,NULL,NULL
124,126,2,NULL,NULL
125,127,2,NULL,NULL
126,128,2,NULL,NULL
127,129,2,NULL,NULL
128,130,2,NULL,NULL
129,131,2,NULL,NULL
130,132,2,NULL,NULL
131,133,2,NULL,NULL
132,134,2,NULL,NULL
133,135,2,NULL,NULL
134,136,2,NULL,NULL
135,137,2,NULL,NULL
136,138,2,NULL,NULL
137,139,2,NULL,NULL
138,140,2,NULL,NULL
139,141,2,NULL,NULL
140,142,2,NULL,NULL
141,143,2,NULL,NULL
142,144,2,NULL,NULL
143,145,2,NULL,NULL
144,146,2,NULL,NULL
145,147,2,NULL,NULL
146,148,2,NULL,NULL
147,149,2,NULL,NULL
148,150,2,NULL,NULL
149,151,2,NULL,NULL
150,152,2,NULL,NULL
151,153,2,NULL,NULL
152,154,2,NULL,NULL
153,155,2,NULL,NULL
154,156,2,NULL,NULL
155,157,2,NULL,NULL
156,158,2,NULL,NULL
157,159,2,NULL,NULL
158,160,2,NULL,NULL
159,161,2,NULL,NULL
160,162,2,NULL,NULL
161,163,2,NULL,NULL
162,164,2,NULL,NULL
163,165,2,NULL,NULL
164,166,2,NULL,NULL
165,167,2,NULL,NULL
166,168,2,NULL,NULL
167,169,2,NULL,NULL
168,170,2,NULL,NULL
169,171,2,NULL,NULL
170,172,2,NULL,NULL
171,173,2,NULL,NULL
172,174,2,NULL,NULL
173,175,2,NULL,NULL
174,176,2,NULL,NULL
175,177,2,NULL,NULL
176,178,2,NULL,NULL
177,179,2,NULL,NULL
178,180,2,NULL,NULL
179,181,2,NULL,NULL
180,182,2,NULL,NULL
181,183,2,NULL,NULL
182,184,2,NULL,NULL
183,185,2,NULL,NULL
184,186,2,NULL,NULL
185,187,2,NULL,NULL
186,188,2,NULL,NULL
187,189,2,NULL,NULL
188,190,2,NULL,NULL
189,191,2,NULL,NULL
190,192,2,NULL,NULL
191,193,2,NULL,NULL
192,194,2,NULL,NULL
193,195,2,NULL,NULL
194,196,2,NULL,NULL
195,197,2,NULL,NULL
196,198,2,NULL,NULL
197,199,2,NULL,NULL
198,200,2,NULL,NULL
199,201,2,NULL,NULL
200,202,2,NULL,NULL
201,203,2,NULL,NULL
202,204,2,NULL,NULL
203,205,2,NULL,NULL
204,206,2,NULL,NULL
205,207,2,NULL,NULL
206,208,2,NULL,NULL
207,209,2,NULL,NULL
208,210,2,NULL,NULL
209,211,2,NULL,NULL
210,212,2,NULL,NULL
211,213,2,NULL,NULL
212,214,2,NULL,NULL
213,215,2,NULL,NULL
214,216,2,NULL,NULL
215,217,2,NULL,NULL
216,218,2,NULL,NULL
217,219,2,NULL,NULL
218,220,2,NULL,NULL
219,221,2,NULL,NULL
220,222,2,NULL,NULL
221,223,3,NULL,NULL
222,224,3,NULL,NULL
223,225,2,NULL,NULL
224,226,3,NULL,NULL
225,227,3,NULL,NULL
226,228,3,NULL,NULL
227,229,3,NULL,NULL
228,230,3,NULL,NULL
229,231,3,NULL,NULL
230,232,3,NULL,NULL
231,233,3,NULL,NULL
232,234,3,NULL,NULL
233,235,3,NULL,NULL
234,236,3,NULL,NULL
235,237,3,NULL,NULL
236,238,3,NULL,NULL
237,239,3,NULL,NULL
238,240,3,NULL,NULL
239,241,3,NULL,NULL
240,242,3,NULL,NULL
241,243,3,NULL,NULL
242,244,3,NULL,NULL
243,245,3,NULL,NULL
244,246,3,NULL,NULL
245,247,3,NULL,NULL
246,248,3,NULL,NULL
247,249,3,NULL,NULL
248,250,3,NULL,NULL
249,251,3,NULL,NULL
250,252,3,NULL,NULL
251,253,3,NULL,NULL
252,254,3,NULL,NULL
253,255,3,NULL,NULL
254,256,3,NULL,NULL
255,257,3,NULL,NULL
256,258,3,NULL,NULL
257,279,4,NULL,NULL
258,280,4,NULL,NULL
259,281,4,NULL,NULL
260,282,4,NULL,NULL
261,283,4,NULL,NULL
262,284,4,NULL,NULL
263,285,4,NULL,NULL
264,286,4,NULL,NULL
265,287,4,NULL,NULL
266,288,4,NULL,NULL
267,289,4,NULL,NULL
268,290,4,NULL,NULL
269,291,4,NULL,NULL
270,292,4,NULL,NULL
271,293,4,NULL,NULL
272,294,4,NULL,NULL
273,295,4,NULL,NULL
274,296,4,NULL,NULL
275,297,4,NULL,NULL
276,298,4,NULL,NULL
277,299,4,NULL,NULL
278,300,4,NULL,NULL
279,301,4,NULL,NULL
280,302,4,NULL,NULL
281,303,4,NULL,NULL
282,304,4,NULL,NULL
283,305,4,NULL,NULL
284,306,4,NULL,NULL
285,307,4,NULL,NULL
286,308,4,NULL,NULL
287,309,2,NULL,NULL
288,310,2,NULL,NULL
289,311,2,NULL,NULL
290,312,2,NULL,NULL
291,313,2,NULL,NULL
292,314,2,NULL,NULL
293,315,2,NULL,NULL
294,316,2,NULL,NULL
295,317,2,NULL,NULL
296,318,2,NULL,NULL
297,319,2,NULL,NULL
298,320,2,NULL,NULL
299,321,2,NULL,NULL
300,322,2,NULL,NULL
301,323,2,NULL,NULL
302,324,2,NULL,NULL
303,325,2,NULL,NULL
304,326,2,NULL,NULL
305,327,2,NULL,NULL
