10SX0001,NULL,10SX,B73/TBBC3_19.1,TBBC3_19_1,NULL,FL07-08_542,12,34,NULL,NULL,12,NULL,NULL,genotype & self selected,NIL creation,8
10SX0002,NULL,10SX,B73/TBBC3_19.1,TBBC3_19_1,NULL,FL07-08_542,12,35,NULL,NULL,12,NULL,NULL,genotype & self selected,NIL creation,8
10SX0003,NULL,10SX,B73/TBBC3_19.1,TBBC3_19_1,NULL,FL07-08_542,12,36,NULL,NULL,12,NULL,NULL,genotype & self selected,NIL creation,8
10SX0004,NULL,10SX,B73/TBBC3_19.1,TBBC3_19_1,NULL,FL07-08_542,12,37,NULL,NULL,12,NULL,NULL,genotype & self selected,NIL creation,8
10SX0005,NULL,10SX,B73/TBBC3_19.1,TBBC3_19_1,NULL,FL07-08_542,12,38,NULL,NULL,12,NULL,NULL,genotype & self selected,NIL creation,8
10SX0006,NULL,10SX,B73/TBBC3_19.1,TBBC3_19_1,NULL,FL07-08_542,12,39,NULL,NULL,12,NULL,NULL,genotype & self selected,NIL creation,8
10SX0007,NULL,10SX,B73/TBBC3_19.1,TBBC3_19_1,NULL,FL07-08_542,12,40,NULL,NULL,12,NULL,NULL,genotype & self selected,NIL creation,8
10SX0008,NULL,10SX,B73/TBBC3_19.1,TBBC3_19_1,NULL,FL07-08_542,12,41,NULL,NULL,12,NULL,NULL,genotype & self selected,NIL creation,8
10SX0009,NULL,10SX,B73/TBBC3_19.1,TBBC3_19_1,NULL,FL07-08_542,12,42,NULL,NULL,12,NULL,NULL,genotype & self selected,NIL creation,8
10SX0010,NULL,10SX,B73/TBBC3_19.1,TBBC3_19_1,NULL,FL07-08_542,12,43,NULL,NULL,12,NULL,NULL,genotype & self selected,NIL creation,8
10SX0011,NULL,10SX,B73/TBBC3_19.1,TBBC3_19_1,NULL,FL07-08_542,12,44,NULL,NULL,12,NULL,NULL,genotype & self selected,NIL creation,8
10SX0012,NULL,10SX,B73/TBBC3_19.1,TBBC3_19_1,NULL,FL07-08_542,12,45,NULL,NULL,12,NULL,NULL,genotype & self selected,NIL creation,8
10SX0013,NULL,10SX,B73/TBBC3_19.1,TBBC3_19_1,NULL,FL07-08_542,12,46,NULL,NULL,12,NULL,NULL,genotype & self selected,NIL creation,8
