09GC0101,NULL,09GC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
09GC0102,NULL,09GC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
09GC0103,NULL,09GC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
09GC0104,NULL,09GC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
09GC0105,NULL,09GC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
09GC0106,NULL,09GC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
09GC0107,NULL,09GC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
09GC0108,NULL,09GC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
09GC0109,NULL,09GC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
09GC0110,NULL,09GC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
09GC0111,NULL,09GC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
09GC0112,NULL,09GC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
09GC0113,NULL,09GC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
09GC0114,NULL,09GC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
09GC0115,NULL,09GC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
09GC0116,NULL,09GC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
09GC0117,NULL,09GC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
09GC0118,NULL,09GC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
09GC0601,Pa91/Pa91Ht2 F1,09GC06,Pa91/Pa91Ht2 F1,NULL,08GC0807_002x,Pa91 / Pa91Ht2,NULL,NULL,NULL,NULL,40,NULL,NULL,NLB (indv),"allelism (F1), kernel_num > 40",34
09GC0602,Pa91/Pa91Ht2 (F2),09GC06,Pa91/Pa91Ht2 (F2),NULL,09GC0111_004s or 09GC0111_005s,Pa91 / Pa91Ht2 (F2),NULL,NULL,NULL,NULL,80,NULL,NULL,NLB (indv),"allelism (F2), kernel_num > 80",34
09GC0603,Pa91/qEt8.06DK888 F1,09GC06,Pa91/qEt8.06DK888 F1,NULL,08GC0807_001x,Pa91 / [DK888] 1851_1_2_2_04F_03-03E,NULL,NULL,NULL,NULL,40,NULL,NULL,NLB (indv),"allelism (F1), kernel_num > 40",34
09GC0604,Pa91/qEt8.06DK888 (F2),09GC06,Pa91/qEt8.06DK888 (F2),NULL,"09GC0110_004s, 09GC0110_005s, 09GC0110_006s, 09GC0110_007s",Pa91 / [DK888] 1851_1_2_2_04F_03-03E (F2),NULL,NULL,NULL,NULL,80,NULL,NULL,NLB (indv),"allelism (F2), kernel_num > 80",34
09GC0605,qEt8.06DK888/Pa91H2 F1,09GC06,qEt8.06DK888/Pa91H2 F1,NULL,08GC0805_004x or 08GC0805_008x,[DK888] 1851_1_2_2_06A_06-04A / Pa91Ht2,NULL,NULL,NULL,NULL,40,NULL,NULL,NLB (indv),"allelism (F1), kernel_num > 40",34
09GC0606,qEt8.06DK888/Pa91H2 (F2),09GC06,qEt8.06DK888/Pa91H2 (F2),NULL,"09GC0109_004s, 09GC0109_005s, 09GC0109_006s",[DK888] 1851_1_2_2_06A_06-04A / Pa91Ht2 (F2),NULL,NULL,NULL,NULL,80,NULL,NULL,NLB (indv),"allelism (F2), kernel_num > 80",34
09GC0607,Pa91/qEt8.06S11 F1,09GC06,Pa91/qEt8.06S11 F1,NULL,08GC0807_005x,Pa91 / [DK888] 1851_1_2_2_02F_01-07F,NULL,NULL,NULL,NULL,40,NULL,NULL,NLB (indv),"allelism (F1), kernel_num > 40",34
09GC0608,Pa91/qEt8.06S11 (F2),09GC06,Pa91/qEt8.06S11 (F2),NULL,"09GC0112_004s, 09GC0112_005s",Pa91 / [DK888] 1851_1_2_2_02F_01-07F (F2),NULL,NULL,NULL,NULL,80,NULL,NULL,NLB (indv),"allelism (F2), kernel_num > 80",34
09GC0609,qEt8.06S11/Pa91H2 F1,09GC06,qEt8.06S11/Pa91H2 F1,NULL,08GC0802_004x,[DK888] 1851_1_2_2_02F_01-07F / Pa91Ht2,NULL,NULL,NULL,NULL,40,NULL,NULL,NLB (indv),"allelism (F1), kernel_num > 40",34
09GC0610,qEt8.06S11/Pa91H2 (F2),09GC06,qEt8.06S11/Pa91H2 (F2),NULL,"09GC0102_004s, 09GC0102_005s, 09GC0102_006s, 09GC0102_007s",[DK888] 1851_1_2_2_02F_01-07F / Pa91Ht2 (F2),NULL,NULL,NULL,NULL,80,NULL,NULL,NLB (indv),"allelism (F2), kernel_num > 80",34
